name,last_name,number,date_of_birth,age,height,citizenship,position,foot,joined,contract_expires,outfitter,code,player_id,club_id,country_of_birth,city_of_birth
,Giovani,17,2004-01-01,20,1.84,Brazil,Attack - Right Winger,left,2023-07-01,2028-06-30,adidas,giovani,749560,,Brazil,Itaquaquecetuba
,Jhon Jhon,40,2002-09-09,21,1.78,Brazil,Midfield - Attacking Midfield,right,2023-01-01,2027-12-31,adidas,jhon-jhon,964582,,Brazil,Vitória
,Dudu,7,1992-01-07,32,1.66,Brazil,Attack - Left Winger,right,2015-01-11,2025-12-31,adidas,dudu,114937,,Brazil,Goiânia
,Raphael Veiga,23,1995-06-19,28,1.76,Brazil,Midfield - Attacking Midfield,left,2017-01-01,2026-12-31,Nike,raphael-veiga,432953,,Brazil,São Paulo
,Pedro Lima,0,2003-03-27,21,1.84,Brazil,Midfield - Central Midfield,left,2023-08-23,2024-06-30,,pedro-lima,816135,,Brazil,Brasília
,Zé Rafael,8,1993-06-16,30,1.75,Brazil,Midfield - Central Midfield,right,2019-01-01,2026-12-31,Nike,ze-rafael,225432,,Brazil,Ponta Grossa
,Artur,9,1998-02-15,26,1.68,Brazil,Attack - Right Winger,left,2024-01-08,2027-06-30,adidas,artur,440658,,Brazil,Fortaleza
Richard,Ríos,27,2000-06-02,23,1.85,Colombia,Midfield - Central Midfield,right,2023-03-28,2026-12-31,Nike,richard-rios,735573,,Colombia,Vegachí
Eduard,Atuesta,20,1997-06-18,26,1.8,Colombia,Midfield - Central Midfield,right,2024-02-08,2024-12-31,Nike,eduard-atuesta,469135,,Colombia,Vélez
,Léo Azevedo,0,2004-03-14,20,1.81,Brazil,Midfield - Defensive Midfield,left,2024-01-31,,,leo-azevedo,1082639,,Brazil,Caetés
,Fabinho,35,2002-04-09,22,1.78,Brazil,Midfield - Defensive Midfield,right,2022-01-01,2027-12-31,adidas,fabinho,627230,,Brazil,Natal
,Gabriel Menino,25,2000-09-29,23,1.76,Brazil,Midfield - Central Midfield,right,2020-01-01,2027-12-31,adidas,gabriel-menino,608216,,Brazil,Morungaba
,Jailson,16,1995-09-07,28,1.87,Brazil,Midfield - Defensive Midfield,right,2024-01-01,2025-06-30,adidas,jailson,366948,,Brazil,Caçapava do Sul
,Mayke,12,1992-11-10,31,1.78,Brazil,Defender - Right-Back,right,2019-01-01,2025-12-31,Puma,mayke,147361,,Brazil,Carangola
,Garcia,32,2002-01-04,22,1.75,Brazil,Defender - Right-Back,right,2022-01-01,2027-12-31,Puma,garcia,574758,,Brazil,São Paulo
,Edney,2,2004-07-26,19,1.72,Brazil,Defender - Right-Back,right,2023-08-01,2026-07-31,,edney,1082539,,Brazil,Dias d'Ávila (BA)
,Vanderlan,6,2002-09-07,21,1.83,Brazil,Defender - Left-Back,left,2022-01-01,2027-12-31,Puma,vanderlan,816129,,Brazil,Brumado
Joaquín,Piquerez,22,1998-08-24,25,1.84,Uruguay,Defender - Left-Back,left,2021-07-31,2025-12-31,adidas,joaquin-piquerez,496268,,Uruguay,Montevideo
,Marcos Rocha,2,1988-12-11,35,1.76,Brazil,Defender - Right-Back,right,2019-01-01,2024-12-31,Nike,marcos-rocha,75435,,Brazil,Sete Lagoas
,Ian Custódio,36,2003-04-16,21,1.8,Brazil,Defender - Left-Back,left,2024-01-31,2027-06-30,,ian-custodio,886564,,Brazil,São Paulo
,Michel,33,2003-05-20,21,1.88,Brazil,Defender - Centre-Back,right,2024-01-01,2026-12-31,adidas,michel,887834,,Brazil,Avaré
,Naves,34,2002-05-08,22,1.82,Brazil,Defender - Centre-Back,right,2023-01-01,2027-12-31,adidas,naves,964591,,Brazil,Santos
Benjamín,Kuscevic,13,1996-05-02,28,1.86,Chile,Defender - Centre-Back,right,2024-02-08,2024-12-31,,benjamin-kuscevic,340840,,Chile,Vitacura
,Murilo,26,1997-03-27,27,1.88,Brazil,Defender - Centre-Back,right,2022-01-19,2027-12-31,adidas,murilo,458710,,Brazil,São Gonçalo dos Campos
Gustavo,Gómez,15,1993-05-06,31,1.85,Paraguay,Defender - Centre-Back,right,2020-07-01,2026-12-31,Nike,gustavo-gomez,215390,,Paraguay,Misiones
,Mateus,24,2002-05-02,22,1.99,Brazil,Goalkeeper,right,2022-01-01,2026-12-31,,mateus,813121,,Brazil,Cajazeiras
,Kaique Pereira,51,2003-04-16,21,1.9,Brazil,Goalkeeper,right,2023-01-01,2026-12-31,Puma,kaique-pereira,964590,,Brazil,São Paulo
,Luan,13,1993-05-10,31,1.86,Brazil,Defender - Centre-Back,right,2017-04-02,2025-12-31,adidas,luan,178984,,Brazil,Vitória
,Marcelo Lomba,14,1986-12-18,37,1.89,Brazil,Goalkeeper,right,2022-01-01,2024-12-31,adidas,marcelo-lomba,53015,,Brazil,Rio de Janeiro
,Vinícius,12,1994-03-28,30,1.95,Brazil,Goalkeeper,right,2023-07-06,2026-06-30,adidas,vinicius,286772,,Brazil,Guarulhos
,Weverton,21,1987-12-13,36,1.89,Brazil,Goalkeeper,right,2018-01-01,2026-12-31,Puma,weverton,69400,,Brazil,Rio Branco
,Léo Jardim,1,1995-03-20,29,1.88,Brazil,Goalkeeper,right,2023-01-27,2025-12-31,Nike,leo-jardim,288415,,Brazil,Ribeirão Preto
,Erick Marcus,16,2004-03-01,20,1.77,Brazil,Attack - Left Winger,right,2023-01-01,2027-12-31,Nike,erick-marcus,834481,,Brazil,Rio de Janeiro
,Eguinaldo,7,2004-08-09,19,1.75,Brazil,Attack - Left Winger,right,2023-07-31,2028-06-30,adidas,eguinaldo,1033963,,Brazil,Monção
Luca,Orellano,23,2000-03-22,24,1.7,Argentina,Attack - Right Winger,left,2024-02-23,2024-12-31,adidas,luca-orellano,636784,,Argentina,Álvarez
,Erick Farias,7,1997-01-03,27,1.74,Brazil,Attack - Left Winger,right,2023-08-02,2026-12-31,,erick-farias,535037,,Brazil,Pelotas
,Figueiredo,22,2001-08-14,22,1.78,Brazil,Attack - Left Winger,right,2024-01-11,2026-12-31,adidas,figueiredo,703324,,Brazil,Niterói
,Serginho,70,1995-04-06,29,1.8,Brazil,Attack - Left Winger,right,2023-07-01,2025-12-31,,serginho,456449,,Brazil,Belo Horizonte
,Cauan Barros,16,2004-05-06,20,1.83,Brazil,Midfield - Attacking Midfield,right,2024-02-15,2024-12-31,Nike,cauan-barros,1083966,,Brazil,Petrolândia
,Renan Santos,0,2005-01-20,19,,Brazil,Midfield - Attacking Midfield,,,,,renan-santos,1100474,,,
,Nenê,10,1981-07-19,42,1.81,Brazil,Midfield - Attacking Midfield,left,2023-04-12,2024-12-31,Puma,nene,29091,,Brazil,Jundiaí
,Marlon Santos,0,2003-03-22,21,,Brazil,Midfield - Attacking Midfield,right,,2024-06-30,Puma,marlon-santos,1083963,,,
Dimitri,Payet,10,1987-03-29,37,1.75,France,Midfield - Attacking Midfield,right,2023-08-17,2025-06-30,Puma,dimitri-payet,37647,,Réunion,Saint-Pierre
,Ricardinho,0,2004-06-03,19,,Brazil,Attack,,2023-04-13,,,ricardinho,1083964,,,
,Cauã Paixão,0,2004-05-27,19,1.81,Brazil,Attack,right,2024-02-20,2024-12-31,,caua-paixao,1083960,,Brazil,Rio de Janeiro
,Mateus Carvalho,85,2002-03-18,22,1.74,Brazil,Midfield - Central Midfield,left,2024-01-01,2027-12-31,,mateus-carvalho,862574,,Brazil,Tucuruí
,GB,0,2005-01-05,19,1.9,Brazil,Attack - Centre-Forward,right,,,,gbtm,1083962,,Brazil,Rio de Janeiro
,Kennedy,0,2004-07-08,19,1.69,Brazil,Attack,,2024-03-28,,,kennedy,1083092,,,
,João Tavares,71,2002-04-17,22,1.81,Brazil,Attack - Centre-Forward,right,2023-07-28,2025-06-30,,joao-tavares,815678,,Brazil,Campos dos Goytacazes
,Vitor Jacaré,29,1999-10-24,24,1.68,Brazil,Attack - Right Winger,right,2024-01-10,2025-12-31,Nike,vitor-jacare,691843,,Brazil,Caririaçu
,Alex Teixeira,0,1990-01-06,34,1.73,Brazil,Midfield - Attacking Midfield,right,2024-01-01,,Nike,alex-teixeira,66515,,Brazil,Duque de Caxias
,João Coni,0,2006-06-15,17,,Brazil,Attack,,,,,joao-coni,1114595,,,
,Juninho,0,2005-12-17,18,,Brazil,Attack,,,,,juninho,1109028,,Brazil,Arapiraca
,Zé Vitor,0,1998-11-04,25,1.82,Brazil,Attack - Centre-Forward,right,2024-01-10,2024-12-31,,ze-vitor,649722,,Brazil,Paulo Afonso
Thiago,Borbas,18,2002-04-07,22,1.86,Uruguay,Attack - Centre-Forward,right,2023-01-01,2027-12-31,Nike,thiago-borbas,743951,,Uruguay,Montevideo
,Alerrandro,9,2000-01-12,24,1.76,Brazil,Attack - Centre-Forward,right,2024-01-16,2024-12-31,adidas,alerrandro,371996,,Brazil,Lavras
,Welliton,31,2000-07-14,23,1.8,Brazil,Attack - Right Winger,right,2024-04-19,,,welliton,697848,,Brazil,Rio de Janeiro
,Kawê,39,2002-06-22,21,1.75,Brazil,Attack - Right Winger,right,2022-07-27,2027-06-30,adidas,kawe,791721,,Brazil,São Paulo
,Werik Popó,45,2001-10-17,22,1.9,Brazil,Attack - Centre-Forward,right,2024-01-23,2024-12-31,adidas,werik-popo,902507,,Brazil,São Paulo
Ignacio,Laquintana,33,1999-02-01,25,1.73,Uruguay,Attack - Right Winger,right,2023-04-04,2027-12-31,Nike,ignacio-laquintana,577407,,Uruguay,Paysandú
,Helinho,11,2000-04-25,24,1.75,Brazil,Attack - Right Winger,left,2022-01-19,2026-12-31,adidas,helinho,412365,,Brazil,Sertãozinho
,Everton,0,2002-02-24,22,1.7,Brazil,Attack - Left Winger,right,,2024-12-31,,everton,839034,,,
,Talisson,21,2002-05-21,22,1.88,Brazil,Attack - Left Winger,right,2023-01-01,2025-12-31,Nike,talisson,1084074,,Brazil,Abaté
,Sorriso,77,2001-02-23,23,1.75,Brazil,Attack - Left Winger,right,2024-01-26,2024-06-30,Nike,sorriso,868101,,Brazil,Natal
Henry,Mosquera,30,2001-11-15,22,1.75,Colombia,Attack - Left Winger,right,2023-04-01,2027-12-31,adidas,henry-mosquera,975191,,Colombia,Quibdó
,Bruno Gonçalves,17,2003-03-14,21,1.74,Brazil,Midfield - Attacking Midfield,right,2021-08-01,2025-09-30,Nike,bruno-goncalves,668234,,Brazil,São Paulo
,Marcelinho,0,2004-08-16,19,1.78,Brazil,Midfield - Attacking Midfield,left,2022-02-01,2025-04-11,,marcelinho,1084073,,,
,Gustavo Neves,22,2004-04-23,20,1.76,Brazil,Midfield - Central Midfield,right,2023-01-01,2027-12-31,Nike,gustavo-neves,1084081,,Brazil,Goiânia
,Lucas Evangelista,8,1995-05-06,29,1.81,Brazil,Midfield - Central Midfield,left,2021-07-01,2026-06-30,Nike,lucas-evangelista,270188,,Brazil,Limeira
,Eric Ramires,7,2000-08-10,23,1.72,Brazil,Midfield - Central Midfield,right,2022-01-19,2026-12-31,adidas,eric-ramires,614328,,Brazil,Salvador
,Nathan Camargo,0,2005-07-25,18,1.77,Brazil,Midfield - Defensive Midfield,right,,2027-06-30,,nathan-camargo,1015962,,Brazil,Limeira
,Jadsom,5,2001-05-20,23,1.76,Brazil,Midfield - Defensive Midfield,right,2021-02-19,2025-12-31,Nike,jadsom,612162,,Brazil,Recife
,Aderlan,13,1990-08-18,33,1.8,Brazil,Defender - Right-Back,right,2024-01-01,2024-12-31,Nike,aderlan,101506,,Brazil,Campina Grande
,Raul,23,1996-07-11,27,1.8,Brazil,Midfield - Defensive Midfield,right,2020-08-31,2024-12-31,adidas,raul,479587,,Brazil,Tauá
,Jhonny,43,2002-04-16,22,1.79,Brazil,Defender - Right-Back,right,2024-04-19,2024-12-31,,jhonny,992534,,Brazil,Itaboraí
,Matheus Fernandes,35,1998-06-30,25,1.83,Brazil,Midfield - Defensive Midfield,right,2024-01-01,2027-12-31,Nike,matheus-fernandes,351892,,Brazil,Itaboraí
Yani,Quintero,0,2002-07-17,21,1.86,Colombia,Midfield - Defensive Midfield,right,2020-01-01,,,yani-quintero,655335,,Colombia,Buenaventura
Andrés,Hurtado,34,2001-12-23,22,1.78,Ecuador,Defender - Right-Back,right,2022-01-18,2026-12-31,Nike,andres-hurtado,680506,,Ecuador,Santo Domingo
,Jonathan,0,2002-10-26,21,,Brazil,Defender - Left-Back,,,2025-02-28,,jonathan,980980,,,
,Juninho Capixaba,29,1997-07-06,26,1.76,Brazil,Defender - Left-Back,left,2023-01-01,2026-12-31,Nike,juninho-capixaba,406676,,Brazil,Cachoeiro de Itapemirim
,Guilherme Lopes,31,2002-02-14,22,1.78,Brazil,Defender - Left-Back,left,2023-01-01,2024-12-31,,guilherme-lopes,678502,,Brazil,Brasília
,Luan Cândido,36,2001-02-02,23,1.87,Brazil,Defender - Left-Back,left,2022-01-01,2026-12-31,adidas,luan-candido,432166,,Brazil,Ubá
,Caetano,0,2002-05-04,22,1.91,Brazil,Defender - Centre-Back,left,2023-01-16,2027-12-31,,caetano,843499,,,
,Gustavo Henrique,0,2005-10-18,18,1.98,Brazil,Defender - Centre-Back,left,2023-04-12,2028-03-31,,gustavo-henrique,1082701,,,
,Cipriano,2,2002-11-09,21,1.97,Brazil,Defender - Centre-Back,left,2024-01-31,2024-05-31,,cipriano,994622,,Brazil,Brusque
,Luan Patrick,0,2002-01-20,22,1.9,Brazil,Defender - Centre-Back,right,2022-01-26,2024-12-31,Nike,luan-patrick,658674,,Brazil,Carazinho
,Natan,3,2001-02-06,23,1.88,Brazil,Defender - Centre-Back,left,2023-08-07,2028-06-30,adidas,natan,735568,,Brazil,Itapecerica da Serra
Kevin,Lomónaco,17,2002-01-08,22,1.92,Argentina,Defender - Centre-Back,right,2023-07-27,2024-06-30,adidas,kevin-lomonaco,661136,,Argentina,Lanús
,Lucas Cunha,4,1997-01-23,27,1.86,Brazil,Defender - Centre-Back,right,2023-02-01,2026-12-31,Nike,lucas-cunha,355496,,Brazil,Três Lagoas
,Eduardo Santos,3,1997-11-28,26,1.96,Brazil,Defender - Centre-Back,right,2024-01-01,2028-06-30,Nike,eduardo-santos,564546,,Brazil,São Paulo
Leonardo,Realpe,2,2001-02-26,23,1.86,Ecuador,Defender - Centre-Back,right,2020-01-20,2026-12-31,Nike,leonardo-realpe,656409,,Ecuador,Quinindé
,Lucas Rafael,71,1998-03-25,26,1.88,Brazil,Defender - Centre-Back,right,2022-07-19,2024-06-30,,lucas-rafael,722441,,Brazil,Rio de Janeiro
,Fabrício,0,2000-06-15,23,1.9,Brazil,Goalkeeper,right,2022-05-01,2025-12-31,,fabricio,722457,,Brazil,Itaquiraí
,Guilherme Lopes,0,2004-04-02,20,1.9,Brazil,Goalkeeper,,2024-02-23,,,guilherme-lopes,1116544,,Brazil,Itapecerica da Serra
,Maycon Cleiton,12,1998-11-08,25,1.91,Brazil,Goalkeeper,right,2024-04-19,2024-12-31,,maycon-cleiton,723168,,Brazil,Cuiabá
,Léo Ortiz,3,1996-01-03,28,1.86,Brazil,Defender - Centre-Back,right,2024-03-06,2028-12-31,Puma,leo-ortiz,374136,,Brazil,Porto Alegre
,Cleiton,1,1997-08-19,26,1.9,Brazil,Goalkeeper,right,2020-02-21,2024-12-31,adidas,cleiton,468247,,Brazil,Descanso
,Lucão,40,2001-02-26,23,1.9,Brazil,Goalkeeper,right,2022-02-11,2026-12-31,Nike,lucao,412372,,Brazil,Barra Mansa
,Ícaro,0,2004-03-08,20,,Brazil,Attack,,2024-03-11,,,icaro,1083098,,,
,Gustavo Kawã,0,2004-02-27,20,1.81,Brazil,Attack,,2024-01-01,,,gustavo-kawa,1083097,,,
,Tiago,0,2005-04-08,19,,Brazil,Attack,,,,,tiago,1083095,,,
,Abraão,0,2004-02-22,20,,Brazil,Attack,,2023-08-02,,,abraao,1083096,,,
,Everton Moraes,0,2002-05-12,22,1.84,Brazil,Attack - Centre-Forward,right,2023-08-02,2024-12-31,Nike,everton-moraes,987776,,Brazil,Uberaba
,Arthur Sales,19,2002-07-03,21,1.84,Brazil,Attack - Centre-Forward,left,2021-08-31,2026-06-30,Nike,arthur-sales,905691,,Brazil,São Gabriel da Palha
,Léo Guerra,0,2003-04-11,21,1.79,Brazil,Attack - Left Winger,right,2023-07-28,,,leo-guerra,1083104,,,
,Vinicius Mingotti,32,2000-01-07,24,1.9,Brazil,Attack - Centre-Forward,right,2024-01-11,2027-06-30,,vinicius-mingotti,658664,,Brazil,São Carlos
,Caio Vidal,77,2000-11-04,23,1.74,Brazil,Attack - Right Winger,right,2023-02-19,2025-06-30,,caio-vidal,815686,,Brazil,Fortaleza
,Everaldo,9,1991-07-05,32,1.82,Brazil,Attack - Centre-Forward,right,2023-01-09,2025-12-31,Nike,everaldo,205041,,Brazil,Garibaldi
,Kayky,0,2003-06-11,20,1.72,Brazil,Attack - Right Winger,left,2021-08-31,2026-06-30,adidas,kayky,668265,,Brazil,Rio de Janeiro
Lucas,Aruba,30,2004-03-26,20,1.76,Brazil,Attack - Left Winger,right,2024-03-06,2026-11-30,Nike,lucas-aruba,1083094,,Brazil,Maruim
,Vitinho,0,2004-04-28,20,1.78,Brazil,Midfield - Attacking Midfield,,,,,vitinho,1083109,,,
,Patrick Verhon,28,2004-09-08,19,1.74,Brazil,Midfield - Attacking Midfield,right,2024-01-08,2025-01-31,adidas,patrick-verhon,1038907,,Brazil,Serra
,Rafael Ratão,21,1995-11-30,28,1.83,Brazil,Attack - Left Winger,right,2023-07-26,2026-12-31,,rafael-ratao,289802,,Brazil,Cascavel
,Guilherme Brito,0,2003-11-23,20,1.73,Brazil,Midfield - Attacking Midfield,right,2022-08-01,,,guilherme-brito,1083091,,Brazil,Ilhéus
,Biel,11,2001-04-01,23,1.7,Brazil,Attack - Left Winger,right,2023-01-01,2028-12-31,adidas,biel,875328,,Brazil,Maracanaú
,Roger Gabriel,0,2007-02-11,17,1.73,Brazil,Midfield - Attacking Midfield,both,,,,roger-gabriel,1044131,,Brazil,Salvador
Lucas,Mugni,10,1992-01-12,32,1.84,Argentina,Midfield - Attacking Midfield,left,2024-01-11,2024-12-31,adidas,lucas-mugni,148231,,Argentina,Santa Fé
,Marco Antônio,0,1997-10-01,26,1.72,Brazil,Midfield - Attacking Midfield,right,2024-01-01,2024-11-30,adidas,marco-antonio,578413,,Brazil,Belém
,Miqueias,0,2001-07-27,22,1.87,Brazil,Midfield - Central Midfield,right,2024-01-01,2024-11-30,,miqueias,973707,,Brazil,Limeira
,Cauly,8,1995-09-15,28,1.75,Brazil,Midfield - Attacking Midfield,both,2023-02-01,2028-12-31,adidas,cauly,162812,,Brazil,Porto Seguro
,Erick,0,2006-06-05,17,,Brazil,Midfield,,2024-01-01,,,erick,1109030,,,
,Vinicius Meireles,0,2005-07-10,18,1.83,Brazil,Midfield,,2024-04-04,,,vinicius-meireles,1087916,,,
Ricardo,Goulart,0,1991-06-05,32,1.81,Brazil,Midfield - Attacking Midfield,right,2023-04-24,,adidas,ricardo-goulart,106076,,Brazil,São Paulo
,Sidney,0,2006-03-12,18,1.68,Brazil,Midfield - Defensive Midfield,,,,,sidney,1109029,,,
,Lucas Araújo,0,1999-05-21,25,1.81,Brazil,Midfield - Defensive Midfield,right,2023-04-03,2024-12-31,adidas,lucas-araujo,555018,,Brazil,Fortaleza
,Victor Lustosa,0,2003-01-17,21,1.81,Brazil,Midfield - Central Midfield,right,2024-03-15,,,victor-lustosa,997491,,Brazil,Goiânia
,Diego Rosa,17,2002-10-12,21,1.82,Brazil,Midfield - Defensive Midfield,right,2024-02-01,2024-06-30,Nike,diego-rosa,662327,,Brazil,Salvador
,Rezende,5,1995-01-02,29,1.86,Brazil,Midfield - Defensive Midfield,left,2022-01-21,2025-12-31,Nike,rezende,793815,,Brazil,Rio de Janeiro
Nicolás,Acevedo,26,1999-04-14,25,1.73,Uruguay,Midfield - Defensive Midfield,right,2023-01-01,2024-12-31,Nike,nicolas-acevedo,625569,,Uruguay,Montevideo
,Jotta,0,2005-04-24,19,,Brazil,Defender - Right-Back,right,2024-03-07,,,jotta,1094283,,,
,Daniel Gomes,0,2005-09-05,18,1.75,Brazil,Defender - Right-Back,,2024-03-08,,,daniel-gomes,1082843,,,
,André Dhominique,35,2003-10-07,20,1.78,Brazil,Defender - Right-Back,right,2024-01-31,,Puma,andre-dhominique,959171,,Brazil,Vera Cruz
,Hygor,0,2004-04-17,20,1.71,Brazil,Defender - Right-Back,right,2024-04-04,,,hygor,1082839,,Brazil,Rio de Janeiro
,Douglas Borel,2,2002-03-30,22,1.78,Brazil,Defender - Right-Back,right,2024-04-18,2024-12-31,Nike,douglas-borel,647540,,Brazil,Camaçari
,Ryan Carlos,66,2002-05-14,22,1.72,Brazil,Defender - Left-Back,left,2023-01-01,2025-12-31,Nike,ryan-carlos,1082832,,Brazil,Diadema
,Cicinho,40,1988-12-26,35,1.68,Bulgaria,Defender - Right-Back,right,2023-01-13,2024-12-31,adidas,cicinho,101294,,Brazil,Belém
,Gilberto,2,1993-03-07,31,1.81,Brazil,Defender - Right-Back,right,2023-07-09,2026-06-30,,gilberto,231614,,Brazil,Rio de Janeiro
,Rafael Soares,0,2004-12-27,19,1.78,Brazil,Defender - Left-Back,left,,,,rafael-soares,1082831,,,
,Alex Ferreira,0,2005-03-29,19,1.77,Brazil,Defender - Left-Back,left,,,,alex-ferreira,1087917,,,
,Luciano Juba,46,1999-08-29,24,1.76,Brazil,Defender - Left-Back,left,2023-09-01,2027-12-31,,luciano-juba,676035,,Brazil,Serra Talhada
,Matheus Bahia,79,1999-08-11,24,1.81,Brazil,Defender - Left-Back,left,2024-01-10,2024-12-31,adidas,matheus-bahia,741021,,Brazil,Salvador
,Gabriel Xavier,3,2001-05-06,23,1.9,Brazil,Defender - Centre-Back,right,2022-01-01,2027-12-31,Nike,gabriel-xavier,740501,,Brazil,Andradina
Camilo,Cándido,13,1995-06-02,28,1.73,Uruguay,Defender - Left-Back,left,2024-01-01,2026-12-31,adidas,camilo-candido,382473,,Uruguay,Montevideo
,Marcello,0,2003-04-07,21,1.8,Brazil,Defender - Centre-Back,right,2023-10-01,,,marcello,1083107,,Brazil,Campo dos Goytacazes
Jhoanner,Chávez,13,2002-04-25,22,1.82,Ecuador,Defender - Left-Back,left,2024-01-09,2024-06-30,Nike,jhoanner-chavez,713787,,Ecuador,Francisco de Orellana
,Marcos Victor,44,2001-12-26,22,1.84,Brazil,Defender - Centre-Back,right,2023-01-01,2027-12-31,Puma,marcos-victor,980463,,Brazil,Fortaleza
,Nathan,5,2004-02-27,20,1.91,Brazil,Defender - Centre-Back,left,2023-09-06,,,nathan,1082838,,,
,Luis Rodrigo,0,2003-01-07,21,1.81,Brazil,Defender - Centre-Back,,2024-01-01,,,luis-rodrigo,1082834,,Brazil,Bossoroca
,David Duarte,33,1995-01-24,29,1.93,Brazil,Defender - Centre-Back,right,2024-01-10,2026-12-31,Nike,david-duarte,373446,,Brazil,Rio Grande
,Raul Gustavo,34,1999-04-24,25,1.89,Brazil,Defender - Centre-Back,left,2019-07-19,2024-12-31,Nike,raul-gustavo,792345,,Brazil,Pedro Leopoldo
,Kanu,4,1997-03-07,27,1.86,Brazil,Defender - Centre-Back,right,2023-08-22,2027-12-31,Nike,kanu,524446,,Brazil,Duque de Caxias
,Alisson,0,2006-07-31,17,,Brazil,Goalkeeper,,2023-01-01,,,alisson,1114592,,,
,Vitor Hugo,20,1991-05-20,33,1.87,Brazil,Defender - Centre-Back,left,2024-01-23,2024-06-30,Puma,vitor-hugo,149752,,Brazil,Guaraci
,Victor,0,2006-05-03,18,,Brazil,Goalkeeper,,,,,victor,1109027,,Brazil,Xique-Xique
,Tiago Gomes,1,2003-01-20,21,1.94,Brazil,Goalkeeper,,2024-01-22,,,tiago-gomes,1082828,,Brazil,Salvador
,Eric,0,2004-03-28,20,1.95,Brazil,Goalkeeper,,2022-01-01,,,eric,1082827,,,
,Mateus Claus,77,1994-08-03,29,1.94,Brazil,Goalkeeper,right,2024-01-25,2024-06-30,Nike,mateus-claus,733453,,Brazil,Campo Bom
,Danilo Fernandes,1,1988-04-03,36,1.88,Brazil,Goalkeeper,right,2022-01-01,2024-12-31,Mizuno,danilo-fernandes,99439,,Brazil,Guarulhos
,Pedro Raul,20,1996-11-05,27,1.93,Brazil,Attack - Centre-Forward,right,2024-02-02,2028-12-31,adidas,pedro-raul,547443,,Brazil,Porto Alegre
Pablo,Vegetti,99,1988-10-15,35,1.87,Argentina,Attack - Centre-Forward,right,2023-08-02,2025-12-31,,pablo-vegetti,334229,,Argentina,Santo Domingo
Gabriel,Souza,1,2004-08-03,19,1.93,Brazil,Goalkeeper,right,2023-02-01,2024-06-30,,gabriel-souza,994229,,Brazil,Vila Velha
Sebastián,Ferreira,11,1998-02-13,26,1.8,Paraguay,Attack - Centre-Forward,right,2022-01-18,2025-12-31,adidas,sebastian-ferreira,401727,,Paraguay,Asunción
,Marcos Felipe,22,1996-04-13,28,1.88,Brazil,Goalkeeper,right,2023-08-31,2027-12-31,Nike,marcos-felipe,283166,,Brazil,Linhares
,Rayan,77,2006-08-03,17,1.85,Brazil,Attack - Right Winger,left,2023-07-01,2025-12-31,,rayan,1012564,,Brazil,Rio de Janeiro
,Juan Alvina,33,2003-02-16,21,1.65,Brazil,Attack - Right Winger,left,2023-09-01,2026-06-30,,juan-alvina,1083965,,Brazil,Rio de Janeiro
,Rossi,31,1993-04-22,31,1.7,Brazil,Attack - Right Winger,right,2023-08-09,2024-12-31,,rossi,212114,,Brazil,Prainha
,Vinícius Paiva,0,2001-03-01,23,1.7,Brazil,Attack - Right Winger,right,2024-02-14,2024-12-31,adidas,vinicius-paiva,689561,,Brazil,Rio de Janeiro
,Gabriel Pfeifer,0,2005-05-12,19,1.75,Brazil,Midfield - Central Midfield,right,2023-10-01,,,gabriel-pfeifer,1100475,,,
Andrey,Santos,8,2004-05-03,20,1.8,Brazil,Midfield - Central Midfield,right,2024-02-01,2024-06-30,adidas,andrey-santos,743600,,Brazil,Rio de Janeiro
,Juninho,50,2001-01-23,23,1.74,Brazil,Midfield - Central Midfield,right,2024-01-01,2024-12-31,,juninho,740271,,Brazil,Volta Redonda
,Jair,8,1994-08-26,29,1.78,Brazil,Midfield - Central Midfield,right,2023-01-13,2025-12-31,adidas,jair,239294,,Brazil,Ibirubá
,Paulinho Paula,18,1997-01-08,27,1.73,Brazil,Midfield - Central Midfield,right,2023-07-26,2025-12-31,,paulinho-paula,534473,,Brazil,Rio de Janeiro
Matías,Galarza,8,2002-02-11,22,1.75,Paraguay,Midfield - Central Midfield,left,2023-08-31,2024-12-31,adidas,matias-galarza,661269,,Paraguay,Asunción
,Gabriel Pec,11,2001-02-11,23,1.72,Brazil,Attack - Right Winger,left,2024-01-31,2028-12-31,adidas,gabriel-pec,703321,,Brazil,Petrópolis
,Praxedes,21,2002-02-08,22,1.86,Brazil,Midfield - Central Midfield,left,2023-07-26,2024-12-31,adidas,praxedes,574765,,Brazil,Itaboraí
,Ray,0,2004-08-31,19,,Brazil,Midfield,,,,,raytm,1083974,,,
,Jerônimo,0,2005-01-21,19,,Brazil,Midfield,,2024-04-26,,,jeronimo,1100476,,,
,Marlon Gomes,30,2003-12-14,20,1.84,Brazil,Midfield - Central Midfield,right,2024-01-26,2028-12-31,Nike,marlon-gomes,668235,,Brazil,Rio de Janeiro
,Lucas Eduardo,0,2004-01-13,20,,Brazil,Midfield - Defensive Midfield,,,,,lucas-eduardo,1083971,,Brazil,Rio de Janeiro
,Rodrigo,26,2002-06-04,21,1.76,Brazil,Midfield - Defensive Midfield,right,2023-01-01,2025-12-31,adidas,rodrigo,1009017,,Brazil,Barra de São Miguel
,Zé Gabriel,23,1999-01-21,25,1.84,Brazil,Midfield - Defensive Midfield,right,2022-02-11,2025-12-31,adidas,ze-gabriel,670968,,Brazil,Carmópolis
